Název souboru,Odkaz,Název,Kategorie
VY_32_INOVACE_08-16.pdf,https://drive.google.com/file/d/1kOEOpduNuAHV1ZN8nPwa7QDmPXeCvNz4/view?usp=drivesdk,Přímé vstřikování paliva,"SPS, MEC, CAD"
VY_32_INOVACE_17-02.pdf,https://drive.google.com/file/d/1jFjBlH1bGjbARAq-X_XpCaZ8KMl9rApJ/view?usp=drivesdk,Speciální prvky modelování I,"SPS, MEC, CAD"
VY_32_INOVACE_11-06.pdf,https://drive.google.com/file/d/1-aqSxeog0SVze1OrItqzoXprQOZUBV4V/view?usp=drivesdk,Stanovení kritického průřezu a určení napětí,"SPS, MEC, CAD"
VY_32_INOVACE_17-01.pdf,https://drive.google.com/file/d/18tntiTzaufT_EbOoVTBoTfisawpvxFXr/view?usp=drivesdk,Animace,"SPS, MEC, CAD"
VY_32_INOVACE_11-05.pdf,https://drive.google.com/file/d/1Y0P0r1Pq6dlqpBGuDlYetAQfdq1rwk4j/view?usp=drivesdk,Výpočty napětí a deformací,"SPS, MEC, CAD"
VY_32_INOVACE_11-04.pdf,https://drive.google.com/file/d/1od3tSwwnE_mPu_oFWNX-61jYv3y4eqIn/view?usp=drivesdk,Hookeuv zákon,"SPS, MEC, CAD"
VY_32_INOVACE_16-20.pdf,https://drive.google.com/file/d/1ek4NTh8me3YtHlhFcdx_IWwLaBdcdDOG/view?usp=drivesdk,Rozložené stavy sestav a jejich využití,"SPS, MEC, CAD"
VY_32_INOVACE_11-03.pdf,https://drive.google.com/file/d/1N0zD5M7upJZMK98HpKhGvy-pO3dTdkSG/view?usp=drivesdk,Průběh namáhání a dovolená napětí,"SPS, MEC, CAD"
VY_32_INOVACE_16-19.pdf,https://drive.google.com/file/d/15qB6NsBD1Xjk71gOckb9lojfNntC0kcw/view?usp=drivesdk,Výkresová dokumentace plechových dílů,"SPS, MEC, CAD"
VY_32_INOVACE_11-02.pdf,https://drive.google.com/file/d/1q0F4AuB9OnUJkuDgtw7-ekfk73DJDazw/view?usp=drivesdk,Smluvní diagram tahové zkoušky,"SPS, MEC, CAD"
VY_32_INOVACE_16-18.pdf,https://drive.google.com/file/d/1XOktAqyTwQTFN3nU6CWuED45ptvZvMIT/view?usp=drivesdk,Plechové díly II,"SPS, MEC, CAD"
VY_32_INOVACE_11-01.pdf,https://drive.google.com/file/d/1awsT4myy0CSfdhrtVgJlLEL5vcm4HCro/view?usp=drivesdk,"Základní druhy namáhání, TAH-TLAK","SPS, MEC, CAD"
VY_32_INOVACE_16-17.pdf,https://drive.google.com/file/d/171ROA0okadxBY9_yVCVe-uFHwXKXiPe2/view?usp=drivesdk,Plechové díly I,"SPS, MEC, CAD"
VY_32_INOVACE_10-20.pdf,https://drive.google.com/file/d/1APZffL4x-AUxAEkt8bdC_0vpQ3PcvJyO/view?usp=drivesdk,Jedoduché mechanizmy,"SPS, MEC, CAD"
VY_32_INOVACE_16-16.pdf,https://drive.google.com/file/d/1RVnIIOTK066e-pVt4-d-wpc73epm3k1o/view?usp=drivesdk,Výkresová dokumentace svařovaných konstrukcí,"SPS, MEC, CAD"
VY_32_INOVACE_10-19.pdf,https://drive.google.com/file/d/1Bf9a6NGw0NuO9VfexjyxnmgLD1prTEYw/view?usp=drivesdk,Pasívní odpory,"SPS, MEC, CAD"
VY_32_INOVACE_16-15.pdf,https://drive.google.com/file/d/1Z-2roaLo5kr3_pk6XmvC-zmSjHI__sS-/view?usp=drivesdk,Svařované konstrukce deskové II,"SPS, MEC, CAD"
VY_32_INOVACE_16-14.pdf,https://drive.google.com/file/d/12whRZQ1PY-L2a4QqVylKm7QE0JlrELBz/view?usp=drivesdk,Svařované konstrukce deskové I,"SPS, MEC, CAD"
VY_32_INOVACE_10-17.pdf,https://drive.google.com/file/d/10JFoLN0eYfTCyvyn29ywKFGe6vKcrM35/view?usp=drivesdk,Prutové soustavy grafické řešení,"SPS, MEC, CAD"
VY_32_INOVACE_16-11.pdf,https://drive.google.com/file/d/1SmQj7dnrsjyUheW7ZnLBCikMvzUF70Pc/view?usp=drivesdk,Výkresová dokumentace modelů II,"SPS, MEC, CAD"
VY_32_INOVACE_10-15.pdf,https://drive.google.com/file/d/1Jtu946q9-gd_uHzLyOQQvKM_M3CczMzY/view?usp=drivesdk,Těžiště a zjištění jeho polohy,"SPS, MEC, CAD"
VY_32_INOVACE_16-10.pdf,https://drive.google.com/file/d/1yTyoQaBRlJzG4sO_EcKNim909gjI0jeF/view?usp=drivesdk,Výkresová dokumentace modelů I,"SPS, MEC, CAD"
VY_32_INOVACE_10-14.pdf,https://drive.google.com/file/d/1o4HiPgKTyJuEOPpZ36z57Pl8Yz9Dis7f/view?usp=drivesdk,Rovnováha sil,"SPS, MEC, CAD"
VY_32_INOVACE_10-13.pdf,https://drive.google.com/file/d/1v2oPbL_byOENqQfzM9pYd_IAAlCkH-VV/view?usp=drivesdk,Moment soustavy sil vzhledem k bodu,"SPS, MEC, CAD"
VY_32_INOVACE_16-09.pdf,https://drive.google.com/file/d/1Q7b0_1TO8n6D6F17_TqqqXIKnU3SYdJE/view?usp=drivesdk,Modelování sestav II,"SPS, MEC, CAD"
VY_32_INOVACE_16-08.pdf,https://drive.google.com/file/d/1ocXI7QWiQk48NkW0D8NgOAm_4PiN8y0x/view?usp=drivesdk,Modelování sestav I,"SPS, MEC, CAD"
VY_32_INOVACE_16-07.pdf,https://drive.google.com/file/d/1mDl4RKP6qvodzANzqC8C-6FAnyGIoF5A/view?usp=drivesdk,Referenční geometrie,"SPS, MEC, CAD"
VY_32_INOVACE_10-11.pdf,https://drive.google.com/file/d/1dIyQL5EWfEx9Hup4-56Wr63AVAmBYPkv/view?usp=drivesdk,Přeložení síly do jiného působiště,"SPS, MEC, CAD"
VY_32_INOVACE_16-06.pdf,https://drive.google.com/file/d/1KB60B3zm1F2_OcaXkl0a7cGGvUy7nEOf/view?usp=drivesdk,Pole II,"SPS, MEC, CAD"
VY_32_INOVACE_10-10.pdf,https://drive.google.com/file/d/1hzk7LoyCZlBQo4FB0yMbLWAsb7XkYH2O/view?usp=drivesdk,Silová dvojice a její moment,"SPS, MEC, CAD"
VY_32_INOVACE_16-05.pdf,https://drive.google.com/file/d/1rIGR3UDUR155AVQK8JfS00FazwV_BQkV/view?usp=drivesdk,Pole I,"SPS, MEC, CAD"
VY_32_INOVACE_10-09.pdf,https://drive.google.com/file/d/10xki6XR0mlyG-6nRrt2efGb1kQ-a8yKC/view?usp=drivesdk,Určení výslednice sil bez společného působiště,"SPS, MEC, CAD"
VY_32_INOVACE_16-04.pdf,https://drive.google.com/file/d/1_vaS7cGz9iqvOOMtrcOzl3jrD46kVc0_/view?usp=drivesdk,Základní prvky modelování II,"SPS, MEC, CAD"
VY_32_INOVACE_16-03.pdf,https://drive.google.com/file/d/1lhaiIyYGOfkW8EZda9pr3Dpu9lEKLtHW/view?usp=drivesdk,Základní prvky modelování I,"SPS, MEC, CAD"
VY_32_INOVACE_16-01.pdf,https://drive.google.com/file/d/1mf3l1XVMZCoc6So5XztWtU1wsClsc6_r/view?usp=drivesdk,Skicovací nástroje I,"SPS, MEC, CAD"
VY_32_INOVACE_10-04.pdf,https://drive.google.com/file/d/1TZiuCP-5xzONVqlSyP19nHQbR3az99rq/view?usp=drivesdk,Určení výslednice sil se společným působištěm a svírající pravý úhel,"SPS, MEC, CAD"
VY_32_INOVACE_15-20.pdf,https://drive.google.com/file/d/1dxQwwqUiJjjh84VNYSz5Lv9_NCy1wYbS/view?usp=drivesdk,Hydromotory,"SPS, MEC, CAD"
VY_32_INOVACE_10-03.pdf,https://drive.google.com/file/d/1imit6LnGLzBMeIqz63MzkirqjC6z1eFE/view?usp=drivesdk,Určení výslednice sil se společným působištěm a ve stejném směru,"SPS, MEC, CAD"
VY_32_INOVACE_15-19.pdf,https://drive.google.com/file/d/1NOunSvq8iNWIsZ5DsxYCJ7fvjPQpaYPp/view?usp=drivesdk,Hydrostatické mechanizmy,"SPS, MEC, CAD"
VY_32_INOVACE_13-15.pdf,https://drive.google.com/file/d/1FGrqY1js4XkXSQ3dNztoL9P40oGSjeEE/view?usp=drivesdk,Svarové spoje - druhy značení,"SPS, MEC, CAD"
VY_32_INOVACE_07-19.pdf,https://drive.google.com/file/d/1dCorktFZXK4tP6AkVRI9C5j3SrSxnMd-/view?usp=drivesdk,Šnekový dopravník,"SPS, MEC, CAD"
VY_32_INOVACE_15-18.pdf,https://drive.google.com/file/d/1YpwUk5hnNXW3pwzXY_LY8_M5gy9u7fl0/view?usp=drivesdk,Regulační mechanizmy,"SPS, MEC, CAD"
VY_32_INOVACE_07-18.pdf,https://drive.google.com/file/d/1BEfJj1miIeCfIn1cIrHuoU-J8qBaHmkP/view?usp=drivesdk,Elevátory,"SPS, MEC, CAD"
VY_32_INOVACE_09-20.pdf,https://drive.google.com/file/d/1qQx07-DJMC6gHK4WlaELDjJ64QhtuQHf/view?usp=drivesdk,Tryskové motory,"SPS, MEC, CAD"
VY_32_INOVACE_10-01.pdf,https://drive.google.com/file/d/12AhEywTJapnUjWVJ2FFj_3XZWWlEut6O/view?usp=drivesdk,"Používané veličiny, jednotky SI, převod jednotek.","SPS, MEC, CAD"
VY_32_INOVACE_13-14.pdf,https://drive.google.com/file/d/1KGo2DCrJ_2zPpQnDjGQ3vBRXnGt1hJ-4/view?usp=drivesdk,Polygonické a tlakové spoje,"SPS, MEC, CAD"
VY_32_INOVACE_09-19.pdf,https://drive.google.com/file/d/1gPstSJZJTy1LxXIaTj9TTYonHU2i6y1G/view?usp=drivesdk,Plynové turbíny,"SPS, MEC, CAD"
VY_32_INOVACE_09-18.pdf,https://drive.google.com/file/d/1NRPIJ9wG1fvw0UoIODiwNlNsPaC3gbPh/view?usp=drivesdk,Regulace PT,"SPS, MEC, CAD"
VY_32_INOVACE_15-15.pdf,https://drive.google.com/file/d/1bTFoW5Jyi04t2qnlaXu08uKJq71DQ_7o/view?usp=drivesdk,Kulisové mechanizmy,"SPS, MEC, CAD"
VY_32_INOVACE_15-14.pdf,https://drive.google.com/file/d/1DL7X-xxly3cHZnw3V09VgYfFYjquph2q/view?usp=drivesdk,Síly v klikovém mechanizmu,"SPS, MEC, CAD"
VY_32_INOVACE_15-13.pdf,https://drive.google.com/file/d/1R_6E4lRTPzcFC9MfLoIbGSC9L9oHT1cQ/view?usp=drivesdk,Klikové mechanizmy,"SPS, MEC, CAD"
VY_32_INOVACE_09-17.pdf,https://drive.google.com/file/d/1jcrTms2-fd8bCiFxHjwbI6Ok031V-5PG/view?usp=drivesdk,Kondenzační PT - elektrárna,"SPS, MEC, CAD"
VY_32_INOVACE_15-12.pdf,https://drive.google.com/file/d/1sDemNNuu_YJx7IT7u6ITu1B3nlYUuXOl/view?usp=drivesdk,Šroubové mechanizmy,"SPS, MEC, CAD"
VY_32_INOVACE_09-15.pdf,https://drive.google.com/file/d/14uCOx1ldR-JogjeBCAScG1-pmCMg5Myj/view?usp=drivesdk,"Rovnotlaká parní turbína, p + c","SPS, MEC, CAD"
VY_32_INOVACE_09-14.pdf,https://drive.google.com/file/d/1eKvckHbsXFrn0M1CYZmjQn4REPndapS3/view?usp=drivesdk,Parní turbíny,"SPS, MEC, CAD"
VY_32_INOVACE_09-13.pdf,https://drive.google.com/file/d/1Bm1PJgysTXVIQ3GkwAlP1Weg5WplFgV2/view?usp=drivesdk,Regulace Francisovy turbíny,"SPS, MEC, CAD"
VY_32_INOVACE_15-09.pdf,https://drive.google.com/file/d/1Kgbaaw5zovMUkKqCgsnLyQrCJ5J4vtd-/view?usp=drivesdk,Řemenové převody,"SPS, MEC, CAD"
VY_32_INOVACE_13-08-01.pdf,https://drive.google.com/file/d/1hySA8_nq-0X62Zr1cpI9XBzluzAoVbzM/view?usp=drivesdk,,"SPS, MEC, CAD"
VY_32_INOVACE_07-11.pdf,https://drive.google.com/file/d/1c7mo25S4dnwzjSJLZu-c7fDsm9tQiXm6/view?usp=drivesdk,Schéma a hlavní části výtahů,"SPS, MEC, CAD"
VY_32_INOVACE_07-10.pdf,https://drive.google.com/file/d/1lllib-zP0zIONyxi5PINsHbZMQRuPOZf/view?usp=drivesdk,"Výtahy - účel, rozdělení","SPS, MEC, CAD"
VY_32_INOVACE_09-12.pdf,https://drive.google.com/file/d/1e7xE06bFtdYhKs9mNsiK9bl3MSo1cmxp/view?usp=drivesdk,Regulace Kaplanovy turbíny,"SPS, MEC, CAD"
VY_32_INOVACE_15-07.pdf,https://drive.google.com/file/d/1XrQzEax_VK7h3ziTyQ3AJ4h_Sg0U48PJ/view?usp=drivesdk,Planetové převody,"SPS, MEC, CAD"
VY_32_INOVACE_09-11.pdf,https://drive.google.com/file/d/1Uc-evxhfVlOI-xTKWGJhCU_l1y2qOE46/view?usp=drivesdk,Regulace Peltonovy turbíny,"SPS, MEC, CAD"
VY_32_INOVACE_09-10.pdf,https://drive.google.com/file/d/1HJIvUvfasUkheg45BBmdpDtCjTsHXmSF/view?usp=drivesdk,Vodní turbíny - rozdělení,"SPS, MEC, CAD"
VY_32_INOVACE_15-05.pdf,https://drive.google.com/file/d/1TnCZBoJpvWgOi73-h0EnbbCDVaa_6m1t/view?usp=drivesdk,Kuželová soukolí,"SPS, MEC, CAD"
VY_32_INOVACE_09-09.pdf,https://drive.google.com/file/d/1oQBfgNGGJeOP0pEe15F4uwNunA3J7JmN/view?usp=drivesdk,Vodní díla,"SPS, MEC, CAD"
VY_32_INOVACE_09-08.pdf,https://drive.google.com/file/d/1KYCS5Jkg51_UVvQDgl6-G5SkRr6LU3Dx/view?usp=drivesdk,Vodní turbíny,"SPS, MEC, CAD"
VY_32_INOVACE_13-06.pdf,https://drive.google.com/file/d/18VKWlUDBo4nOkUBZu-PZvN6oa9-JdGq-/view?usp=drivesdk,"Silové poměry na šroubu, utahovací moment","SPS, MEC, CAD"
VY_32_INOVACE_09-06.pdf,https://drive.google.com/file/d/18CkAzeTMNErsRGcTBhb806-1wE9Q3B6s/view?usp=drivesdk,Radiální turbokompresor,"SPS, MEC, CAD"
VY_32_INOVACE_15-01.pdf,https://drive.google.com/file/d/1kQ6HzwrfrY1TrK69yRu76S-tkXBKPtMB/view?usp=drivesdk,"Převod ozubenými koly - princip, rozdělení","SPS, MEC, CAD"
VY_32_INOVACE_09-04.pdf,https://drive.google.com/file/d/11nYbUBPYsQBMezKdtYTLQVk8v_qAT7DV/view?usp=drivesdk,Axiální čerpadlo,"SPS, MEC, CAD"
VY_32_INOVACE_09-05.pdf,https://drive.google.com/file/d/166oaVvqMWZ_SygUiw-8SYim1p_LkuJm0/view?usp=drivesdk,"Turbodmychadla, turbokompresory","SPS, MEC, CAD"
VY_32_INOVACE_14-20.pdf,https://drive.google.com/file/d/1thJanChB5KLO0fVtHzUO0kS_TvthL8M3/view?usp=drivesdk,Konstrukční celky,"SPS, MEC, CAD"
VY_32_INOVACE_13-04-01.pdf,https://drive.google.com/file/d/1bq5ggNCGuSvyIgrE_JttooUY3OKgnugv/view?usp=drivesdk,,"SPS, MEC, CAD"
VY_32_INOVACE_14-19.pdf,https://drive.google.com/file/d/1Fp6IxdhHjSTlc37Ml4dyGoLott0Vt2Uu/view?usp=drivesdk,Hydrodynamická brzda,"SPS, MEC, CAD"
VY_32_INOVACE_09-02.pdf,https://drive.google.com/file/d/1PXrgt9huhcejXOLC-X_fCXTqXCdogHpP/view?usp=drivesdk,Radiální čerpadlo - přeměna energie,"SPS, MEC, CAD"
VY_32_INOVACE_14-18.pdf,https://drive.google.com/file/d/1vd_b1GPQnv3el3VPpLqFXV2_7YXs3SOt/view?usp=drivesdk,Hydrodynamická spojka,"SPS, MEC, CAD"
VY_32_INOVACE_09-01.pdf,https://drive.google.com/file/d/1plqvhc_iMAKZAheheCjUeoSyoOfGYXZk/view?usp=drivesdk,"Lopatkové stroje - princip, rozdělení","SPS, MEC, CAD"
VY_32_INOVACE_14-17.pdf,https://drive.google.com/file/d/1VhVgd5u12P4jLlm8Trix4bfycbkLi0Kl/view?usp=drivesdk,"Lamelová brzda, systém Girling","SPS, MEC, CAD"
VY_32_INOVACE_07-02.pdf,https://drive.google.com/file/d/1aOHp_d61hjiw8BxLYxFcPY-3kqMJuTTk/view?usp=drivesdk,Mostový jeřáb,"SPS, MEC, CAD"
VY_32_INOVACE_14-16.pdf,https://drive.google.com/file/d/1dQf0ViD_y9pm48j08XSyOs2e7akuWrET/view?usp=drivesdk,Kotoučové brzdy,"SPS, MEC, CAD"
VY_32_INOVACE_14-15.pdf,https://drive.google.com/file/d/1QRDlLRB9SzLZ78yhAsWrE2I0fx0kloaX/view?usp=drivesdk,Pásové brzdy,"SPS, MEC, CAD"
VY_32_INOVACE_08-19.pdf,https://drive.google.com/file/d/1sNh09d5YeOOUSrhxukbUfWdg9trk4Mhc/view?usp=drivesdk,Palivová soustava vznětových motorů,"SPS, MEC, CAD"
VY_32_INOVACE_14-14.pdf,https://drive.google.com/file/d/1djF7HVAp0qjHtxrfEws-3fekZ7BiiNN6/view?usp=drivesdk,Čelisťové brzdy,"SPS, MEC, CAD"
VY_32_INOVACE_08-18.pdf,https://drive.google.com/file/d/1n3GBV7kVAnTwGCWYdTuoYa0C4mNaCdZG/view?usp=drivesdk,Přeplňování spalovacích motorů,"SPS, MEC, CAD"
VY_32_INOVACE_08-17.pdf,https://drive.google.com/file/d/17ljNrKKKgpGiKMR1pzzl8D7IrJeu3jWB/view?usp=drivesdk,Nepřímé vstřikování paliva,"SPS, MEC, CAD"
VY_32_INOVACE_14-13.pdf,https://drive.google.com/file/d/1e7CCMpehERkWokOLjiv2gRxch10zM1YU/view?usp=drivesdk,Pojistné spojky,"SPS, MEC, CAD"
VY_32_INOVACE_02-10.pdf,https://drive.google.com/file/d/11U0L7mJKh7M91O2qYCRrobzniCrxbszr/view?usp=drivesdk,Eukleidovy věty,MAT
VY_32_INOVACE_14-12.pdf,https://drive.google.com/file/d/1UIWgcXUZyrz1xQTemAoDrezRPT4Q2yAJ/view?usp=drivesdk,Rozběhové a volnoběžné spojky,"SPS, MEC, CAD"
VY_32_INOVACE_08-15.pdf,https://drive.google.com/file/d/1nTExUTHjUza1bkoPJAFOCkBfBdQHhe6f/view?usp=drivesdk,Čtyřdobý vznětový motor,"SPS, MEC, CAD"
VY_32_INOVACE_08-14.pdf,https://drive.google.com/file/d/13lwLY2VsF1Fg0zIRDHjnjw1wybo8XrZg/view?usp=drivesdk,Ventilové rozvody spalovacích motorů,"SPS, MEC, CAD"
VY_32_INOVACE_14-10.pdf,https://drive.google.com/file/d/180pc5dc7mldvKYcB3S4qW9EKMWUX4Dt-/view?usp=drivesdk,Vyrovnávací spojky,"SPS, MEC, CAD"
VY_32_INOVACE_14-09.pdf,https://drive.google.com/file/d/1ZvqW4cpUwAuE3aV6olwCB5zQ1jipJFP0/view?usp=drivesdk,Pružné spojky,"SPS, MEC, CAD"
VY_32_INOVACE_08-13.pdf,https://drive.google.com/file/d/1gnw9Ey6_Bryk6yt8hFz18J0Ltd2q9FlC/view?usp=drivesdk,"Příprava směsi, karburátor","SPS, MEC, CAD"
VY_32_INOVACE_08-12.pdf,https://drive.google.com/file/d/1O9AcmH_RWo3-hnIVQjnkNPCPngqqeClG/view?usp=drivesdk,Kanálové rozvody,"SPS, MEC, CAD"
VY_32_INOVACE_14-08.pdf,https://drive.google.com/file/d/1HNWNjaFvl28gVTixziTREDjai24eLXU_/view?usp=drivesdk,Pevné spojky,"SPS, MEC, CAD"
VY_32_INOVACE_03-17.pdf,https://drive.google.com/file/d/12kYTYEuLMpnj7_6MxrP7KKSQ8qH8t7VP/view?usp=drivesdk,Prezentace statistických dat,MAT
VY_32_INOVACE_02-06.pdf,https://drive.google.com/file/d/13eZhIzOSPBIVVlMAkKJB97MjaCE-a5IM/view?usp=drivesdk,Otočení,MAT
VY_32_INOVACE_14-07.pdf,https://drive.google.com/file/d/1KVIf-GLZJq1dntkchOdJevI_lVH_JZxa/view?usp=drivesdk,Hřídelové spojky - základní pojmy,"SPS, MEC, CAD"
VY_32_INOVACE_08-10.pdf,https://drive.google.com/file/d/1g4lwEyV2QEaURYIfqj2nHiU8CWi-VRBa/view?usp=drivesdk,Čtyřdobý zážehový motor,"SPS, MEC, CAD"
VY_32_INOVACE_08-11.pdf,https://drive.google.com/file/d/1FjuJtAukRj9QFuTO3j4iXsSoIO_k8BjO/view?usp=drivesdk,Dvoudobý zážehový motor,"SPS, MEC, CAD"
VY_32_INOVACE_03-15.pdf,https://drive.google.com/file/d/1b5BOIKsf8uHDSSwNOZVXQd-oMsP_BS_2/view?usp=drivesdk,Etapy statistických prací,MAT
VY_32_INOVACE_08-09.pdf,https://drive.google.com/file/d/1fc0PFo6TJtDYb7n7XsZtRhWcdwkRx28B/view?usp=drivesdk,Spalovací motory,"SPS, MEC, CAD"
VY_32_INOVACE_14-06.pdf,https://drive.google.com/file/d/1xyjboBASB_uoIHfgBpFQf9J3fgiFdhxb/view?usp=drivesdk,Hybný hřídel,"SPS, MEC, CAD"
VY_32_INOVACE_14-05.pdf,https://drive.google.com/file/d/1xVWQ6MK2BJZE9_bkDv9phTApsWiwttkD/view?usp=drivesdk,Nosný hřídel,"SPS, MEC, CAD"
VY_32_INOVACE_14-04.pdf,https://drive.google.com/file/d/1SKceAPOCV6Bgt2B79JGjjwG7D2QNHWB_/view?usp=drivesdk,Těsnění otáčejících se součástí,"SPS, MEC, CAD"
VY_32_INOVACE_08-08.pdf,https://drive.google.com/file/d/1g5bys1mMFHerD2uHvF0c64CKcADv8tM0/view?usp=drivesdk,Vícestupňová komprese,"SPS, MEC, CAD"
VY_32_INOVACE_14-03.pdf,https://drive.google.com/file/d/1G2YM4efo3swNsDTGVtN78F9g3V6UJbtf/view?usp=drivesdk,Valivá ložiska,"SPS, MEC, CAD"
VY_32_INOVACE_08-07.pdf,https://drive.google.com/file/d/1cZu0fYf3ikIw5anwGN5LEpG136GI3z3D/view?usp=drivesdk,"Pracovní oběh, p-V","SPS, MEC, CAD"
VY_32_INOVACE_14-02.pdf,https://drive.google.com/file/d/1WPazVAJL1GBfnxLFZ4hjzkOOABe46KpN/view?usp=drivesdk,"Druhy tření, mazání ložisek","SPS, MEC, CAD"
VY_32_INOVACE_08-05.pdf,https://drive.google.com/file/d/1AZbllZPKEUuKTk0ug9Om-0zM_bQXW1Wa/view?usp=drivesdk,Zdvižné čerpadlo,"SPS, MEC, CAD"
VY_32_INOVACE_08-06.pdf,https://drive.google.com/file/d/1ppn9dh-eHIH2wP7plbv0xm5-lE7Xbbdo/view?usp=drivesdk,"Pístové kompresory - účel, rozdělení","SPS, MEC, CAD"
VY_32_INOVACE_14-01.pdf,https://drive.google.com/file/d/1bOxTZOJIUwSKyE7KPoGPNtGtzMzwv0NS/view?usp=drivesdk,Kluzná ložiska,"SPS, MEC, CAD"
VY_32_INOVACE_08-04.pdf,https://drive.google.com/file/d/1hKH0LpMlPLsq2iN6eE4obSQoPFG2Lkpe/view?usp=drivesdk,Dvoučinné čerpadlo,"SPS, MEC, CAD"
VY_32_INOVACE_13-20.pdf,https://drive.google.com/file/d/1GbqpguVuO9xmqSJSIN0dAc-ivzIxBqKb/view?usp=drivesdk,Pružiny - výpočet,"SPS, MEC, CAD"
VY_32_INOVACE_08-03.pdf,https://drive.google.com/file/d/1o7lHB8jvwNDRtzVydxT4fSF1uPhKN0iq/view?usp=drivesdk,Jednočinné čerpadlo,"SPS, MEC, CAD"
VY_32_INOVACE_13-19.pdf,https://drive.google.com/file/d/1lfAjJI6QDi2WbljL4QUb-ZXuRfSZmorm/view?usp=drivesdk,Pružiny - základní rozdělení,"SPS, MEC, CAD"
VY_32_INOVACE_08-02.pdf,https://drive.google.com/file/d/1ej-DMNDz2Kwv2v_Pl3zNmQBVg31TSclH/view?usp=drivesdk,Základní parametry čerpadel,"SPS, MEC, CAD"
VY_32_INOVACE_08-01.pdf,https://drive.google.com/file/d/1PY3X1ORWQgqQ1iceOLiGGthyIsw1svO8/view?usp=drivesdk,"Pístová čerpadla - účel, rozdělení","SPS, MEC, CAD"
VY_32_INOVACE_13-18.pdf,https://drive.google.com/file/d/1PTonnKbr59BFLVORacrOAJgoCvDoIgbV/view?usp=drivesdk,Nýtové spoje,"SPS, MEC, CAD"
VY_32_INOVACE_13-17.pdf,https://drive.google.com/file/d/1HL81FxUTCvArZ5-oJOFB1cV9Q6iRs1LV/view?usp=drivesdk,Pájené spoje,"SPS, MEC, CAD"
VY_32_INOVACE_13-16.pdf,https://drive.google.com/file/d/128PFyj1ZCMULe2aVHxxLb7aGbyS2qRx-/view?usp=drivesdk,Svarové spoje - výpočet,"SPS, MEC, CAD"
VY_32_INOVACE_07-17.pdf,https://drive.google.com/file/d/1k68d9-NgIPUVKYcH6BRprGYK9ZyhvHkv/view?usp=drivesdk,Redlery a závěsové dopravníky,"SPS, MEC, CAD"
VY_32_INOVACE_13-12.pdf,https://drive.google.com/file/d/1nyG8VsO636kZtzxAbfXAredTMLBQnK_v/view?usp=drivesdk,Spojení hřídele s nábojem - drážkování,"SPS, MEC, CAD"
VY_32_INOVACE_07-16.pdf,https://drive.google.com/file/d/1lQViCyug3sCDpcR89PDms5emlTEn8dB-/view?usp=drivesdk,"Článkový dopravník, eskalátor","SPS, MEC, CAD"
VY_32_INOVACE_13-11.pdf,https://drive.google.com/file/d/1XCi6ub_HSMsvLsUcQmSED25vvnWttwnH/view?usp=drivesdk,Spojení hřídele s nábojem - klíny,"SPS, MEC, CAD"
VY_32_INOVACE_07-15.pdf,https://drive.google.com/file/d/1dnqYuDC-aXVYmUZ7dypGLR6P2B0G5d0P/view?usp=drivesdk,Pásový dopravník,"SPS, MEC, CAD"
VY_32_INOVACE_13-10.pdf,https://drive.google.com/file/d/1omD1wvMAEGRyDZEoGGZFFMKCDnnlI5Bw/view?usp=drivesdk,Spojení hřídele s nábojem - pera,"SPS, MEC, CAD"
VY_32_INOVACE_07-14.pdf,https://drive.google.com/file/d/1T0sxe5hA6qFtqnR80AqpoHJ8HlgBDDiK/view?usp=drivesdk,"Mechanické dopravníky - účel, rozdělení","SPS, MEC, CAD"
VY_32_INOVACE_07-13.pdf,https://drive.google.com/file/d/1juUn-0zg3_suLAt9-mbHnGlIMS1WJa-Z/view?usp=drivesdk,Výpočty výtahů,"SPS, MEC, CAD"
VY_32_INOVACE_13-09-01.pdf,https://drive.google.com/file/d/1YqTyDLIlu0Ppe1sinqPUj8jYm6XVE31b/view?usp=drivesdk,,"SPS, MEC, CAD"
VY_32_INOVACE_01-11.pdf,https://drive.google.com/file/d/1OZ1cXeoAoSc-GSHGRLvOW5n2tMs_reBd/view?usp=drivesdk,Orientovaný úhel,MAT
VY_32_INOVACE_13-09.pdf,https://drive.google.com/file/d/1mkicCDFWpJlCA_plzhBZ9d5BrYJCp12W/view?usp=drivesdk,Čepové spoje,"SPS, MEC, CAD"
VY_32_INOVACE_07-12.pdf,https://drive.google.com/file/d/1OV6Uz1rdwyFHYrhbW55FiofSkeHJH563/view?usp=drivesdk,Bezpečnostní zařízení výtahů,"SPS, MEC, CAD"
VY_32_INOVACE_01-09.pdf,https://drive.google.com/file/d/1MOQte-v7s1dz0eLCoTGdoCzZbjjgR59d/view?usp=drivesdk,Goniometrické funkce ostrého úhlu,MAT
VY_32_INOVACE_13-07.pdf,https://drive.google.com/file/d/1hxixkkCLC9VEZo_n47-nCg7ZoCzDlsJt/view?usp=drivesdk,Pevnostní výpočet šroubů,"SPS, MEC, CAD"
VY_32_INOVACE_07-08.pdf,https://drive.google.com/file/d/11VsnV17_0h0sEA-zNd4nO6c1F0jOmP9V/view?usp=drivesdk,Hydraulický zvedák,"SPS, MEC, CAD"
